Quadrat	Point Number	Point Letter	May-93	Sep-93	May-94	Sep-94	May-95	Aug-95	May-96	Aug-96	May-97	Sep-97	May-98	Sep-98	May-99	Sep-99	May-00	Aug-00	May-15	May-02	Jul-03	May-04	May-05	May-06	Jun-07	May-08	May-09	May-10	May-11	May-12	
Q5	8	G	BG	ULVA	HAL	HAL	R	SC	SC	SC	B	SC	B	SC	B	B	B	SC	B	B	B	B	B	B	BG	B	B	B	B	B	
Q5	8	H	PORPH	BG	PETRO	PETRO	R	R	PETRO	R	PETRO	ENDO	B	CV	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q5	8	I	BG	R	R	HAL	SMC	SMC	B	SMC	CV	SMC	B	B	B	B	B	B	B	B	B	B	B	B	SMC	B	B	B	B	B	
Q5	8	J	BG	ULVA	HAL	CV	CV	CV	B	B	B	B	SMC	B	PP	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q5	9	A	R	HAL	SC	HAL	CV	CV	CV	B	B	B	B	B	B	B	B	B	B	B	B	PP	MASTO	SMC	MICRO	B	B	B	B	B	
Q5	9	B	R	ULVA	HAL	ULVA	CV	ENDO	CV	CV	POLY	POLY	B	B	B	B	B	B	B	B	B	PP	PP	SMC	SMC	PP	PP	B	B	PP	
Q5	9	C	BG	BG	R	HAL	CV	CV	SMC	SMC	SMC	B	B	B	B	B	B	B	B	B	B	BG	CV	B	SMC	B	B	B	B	B	
Q5	9	D	BG	R	PETRO	HAL	B	B	CV	ENDO	CV	B	B	B	B	B	B	B	B	B	B	CV	B	B	B	B	B	B	B	B	
Q5	9	E	CHTH	ULVA	ULVA	ULVA	CV	HAL	SMC	FUCUS	SMC	FUCUS	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q5	9	F	R	ULVA	HAL	HAL	SMC	HAL	SMC	R	R	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q5	9	G	ANTHOE	BG	ENDO	HAL	B	B	B	B	ENDO	B	B	B	B	SMC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q5	9	H	PORPH	ULVA	PETRO	PETRO	DIAT	PETRO	SC	SC	SC	SC	B	CV	B	B	B	B	B	B	B	B	B	B	B	B	B	SMC	B	B	
Q5	9	I	PORPH	BG	R	HAL	CV	R	B	B	B	SMC	B	PP	PP	PP	PP	PP	B	B	B	B	B	B	B	B	B	B	B	B	
Q5	9	J	R	BG	R	ULVA	B	B	B	B	SMC	B	B	B	PP	B	B	SMC	B	B	B	B	B	B	B	B	B	B	B	B	
Q5	10	A	R	HAL	CV	HAL	R	DIAT	B	B	B	SMC	B	B	B	B	B	B	B	B	B	PP	MICRO	SMC	SMC	SMC	B	B	B	B	
Q5	10	B	R	ULVA	R	HAL	DIAT	RALF	RALF	CV	MICRO	MICRO	B	SMC	B	B	B	B	B	B	SMC	HAL	R	PP	PP	PP	PP	B	B	B	
Q5	10	C	BG	ULVA	PETRO	HAL	R	CV	CV	B	SMC	SMC	B	B	B	B	B	B	B	B	B	PP	PETRO	SMC	B	B	B	B	B	B	
Q5	10	D	R	BG	R	R	PETRO	R	SMC	SMC	B	B	B	B	B	B	B	B	B	B	B	CV	B	B	B	B	B	B	B	B	
Q5	10	E	CV	BG	R	R	ENDO	DIAT	CV	B	B	POLY	B	B	B	B	B	B	B	B	B	B	B	B	SMC	B	B	B	B	B	
Q5	10	F	PORPH	BG	CV	R	ENDO	ULVA	CV	SC	SC	SC	B	CV	POLY	CV	SMC	B	B	B	B	B	B	B	SMC	B	B	B	B	B	
Q5	10	G	BG	ULVA	ENDO	SC	SC	SC	B	B	B	B	B	SMC	SMC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q5	10	H	PORPH	ULVA	R	R	R	R	R	SC	R	SC	B	SC	SC	SC	SC	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q5	10	I	PORPH	BG	SC	BG	SMC	SMC	SC	SMC	SC	SC	SMC	SC	B	CV	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q5	10	J	R	R	BG	HAL	SC	SC	SC	SC	POLY	SC	B	SMC	B	SMC	B	PP	B	PP	B	B	B	B	B	B	B	B	B	B	
Q6	1	A	CV	ENDO	B	B	SMC	B	B	B	B	B	B	PP	R	R	R	R	BG	RALF	IRR	MASTO	IRR	PP	PP	B	B	SMC	B	B	
Q6	1	B	CV	HAL	SMC	B	B	SMC	B	B	B	B	B	B	PORPH	R	R	R	BG	R	MASTO	SC	CV	B	B	B	B	B	B	B	
Q6	1	C	SC	CV	B	CV	B	B	B	B	B	B	B	B	R	R	R	R	R	R	BG	MICRO	ENDO	SC	B	B	B	B	B	B	
Q6	1	D	SC	SMC	B	B	B	B	B	B	B	B	B	B	POLY	POLY	R	FUCUS	R	R	BG	BG	POLY	R	B	B	B	B	B	B	
Q6	1	E	SMC	SMC	B	B	B	B	B	B	B	B	B	B	POLY	POLY	POLY	FUCUS	BG	R	BG	BG	MICRO	R	B	B	B	B	B	B	
Q6	1	F	SC	CV	SC	CV	SC	SC	B	B	B	B	B	B	R	R	R	R	R	R	R	SC	ENDO	POLY	B	B	B	B	B	B	
Q6	1	G	SMC	SMC	SMC	ACRO	SMC	SMC	B	B	B	B	B	B	R	R	R	R	BG	R	B	B	B	B	B	B	B	B	B	B	
Q6	1	H	SC	SMC	HALICHOND	B	SMC	SMC	B	B	B	B	B	B	R	R	R	R	BG	B	B	B	B	B	B	B	B	B	B	B	
Q6	1	I	SC	SC	SMC	B	B	B	B	B	B	B	B	POLY	R	B	R	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q6	1	J	SC	SC	CV	B	B	B	B	B	B	B	B	ULVA	SMC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q6	2	A	B	B	B	B	B	B	B	B	B	B	B	B	POLY	R	R	R	R	CHTH	MASTO	R	SMC	CV	B	PP	B	B	B	B	
Q6	2	B	HAL	HAL	SC	HAL	SC	SMC	B	B	B	B	B	B	IRR	PETRO	R	R	BG	R	HAL	MASTO	MICRO	SMC	B	B	B	B	B	B	
Q6	2	C	SC	HAL	B	B	B	B	B	B	B	B	B	B	PETRO	R	R	R	BG	R	BG	HAL	ENDO	SMC	B	B	B	B	B	B	
Q6	2	D	SC	SMC	CV	B	B	B	B	B	B	B	B	B	R	R	FUCUS	R	R	R	CHTH	R	HAL	R	B	B	B	B	B	B	
Q6	2	E	HAL	B	CV	SMC	B	B	B	SMC	B	B	B	B	R	R	R	FUCUS	B	R	IRR	POLY	CAL	SMC	B	B	B	B	B	B	
Q6	2	F	SMC	CV	B	B	B	B	SMC	B	B	B	SC	B	R	R	R	R	BG	R	BG	BG	MICRO	B	B	B	B	B	B	B	
Q6	2	G	SC	CV	SMC	SC	B	B	B	B	B	B	B	B	R	R	R	R	R	R	BG	SC	MICRO	B	B	B	B	B	B	B	
Q6	2	H	SMC	SMC	B	B	B	SMC	B	B	SMC	B	B	B	R	R	R	R	BG	B	B	B	B	SMC	SMC	B	B	B	B	B	
Q6	2	I	CV	SMC	SMC	SC	SMC	B	B	B	B	B	B	B	R	R	PETRO	R	R	B	B	B	B	B	B	B	B	B	B	B	
Q6	2	J	CV	CV	CV	CV	B	B	B	B	B	B	B	POLY	SC	R	B	SMC	B	B	B	B	B	B	B	B	B	B	B	B	
Q6	3	A	CV	CV	SMC	SC	SC	B	B	B	B	B	B	B	R	R	R	R	R	R	R	R	SC	B	B	B	B	B	B	B	
Q6	3	B	SMC	B	B	B	B	B	B	B	B	SMC	B	B	HAL	HAL	POLY	R	BG	R	HAL	PP	MICRO	B	B	B	B	B	B	B	
Q6	3	C	CV	SC	SC	HAL	B	CV	SMC	B	B	B	B	B	R	HAL	R	R	BG	R	IRR	CV	MICRO	B	B	B	B	B	B	B	
Q6	3	D	SMC	B	SC	B	SC	B	B	B	B	B	B	B	POLY	IRR	CV	R	BG	R	IRR	R	HAL	POLY	B	SMC	B	B	B	B	
Q6	3	E	HAL	SC	CV	SMC	B	B	B	B	B	B	B	B	R	R	R	R	POLY	CHTH	HAL	BG	HAL	PETRO	B	B	B	B	B	B	
Q6	3	F	ENDO	B	B	B	B	B	B	B	B	B	B	B	R	R	R	R	CHTH	R	ENDO	ENDO	MICRO	B	B	B	B	B	B	B	
Q6	3	G	SMC	B	B	B	B	B	B	B	B	B	SMC	B	R	R	R	R	R	CHTH	R	SC	B	B	B	B	B	B	B	B	
Q6	3	H	SMC	B	B	B	B	B	B	B	B	SMC	B	B	R	R	R	R	R	B	B	B	SMC	B	B	B	B	B	B	B	
Q6	3	I	SMC	B	B	B	B	B	B	B	B	SMC	B	SMC	R	R	B	R	B	B	B	B	B	B	B	B	B	B	B	B	
Q6	3	J	SMC	SMC	B	B	B	B	B	B	B	B	SMC	ANTHOE	RALF	R	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q6	4	A	SMC	SMC	B	B	B	SMC	B	B	B	B	B	B	R	R	R	R	BG	R	MASTO	ANTHOE	B	B	B	B	B	B	B	B	
Q6	4	B	SMC	SMC	CV	B	B	B	B	B	B	B	B	B	R	R	R	R	R	R	BG	CV	B	B	B	B	B	B	B	B	
Q6	4	C	SMC	HAL	B	B	B	B	B	B	B	B	B	B	R	R	CV	R	R	R	BG	CV	CV	B	B	B	B	B	B	B	
Q6	4	D	ANTHOE	SC	B	B	ANTHOE	B	B	B	B	B	B	B	R	R	R	R	BG	R	BG	BG	POLY	B	B	B	B	B	B	B	
Q6	4	E	CV	SC	SC	CV	CV	B	B	B	B	B	B	B	R	R	R	R	BG	R	BG	POLY	HAL	B	B	B	B	B	B	B	
Q6	4	F	B	B	B	SMC	B	SMC	B	B	B	B	B	B	R	PETRO	R	R	POLY	R	BG	BG	MICRO	B	B	B	B	B	B	B	
Q6	4	G	ENDO	SMC	SMC	B	B	B	B	B	B	B	B	B	R	R	R	R	R	R	BG	BG	MICRO	B	B	B	B	B	B	B	
Q6	4	H	SMC	SMC	B	B	B	B	B	B	B	B	B	B	R	R	R	R	R	POLY	B	SMC	SMC	SMC	B	B	B	B	B	B	
Q6	4	I	B	SC	B	B	B	B	B	B	B	SMC	B	B	SMC	B	B	B	B	B	B	B	B	B	B	SMC	B	B	B	B	
Q6	4	J	SMC	SMC	SMC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q6	5	A	SC	SC	CV	B	B	B	B	B	B	B	B	B	PORPH	R	R	R	BG	SMC	B	B	B	B	B	B	B	B	B	B	
Q6	5	B	SMC	B	B	B	B	B	B	B	B	B	SMC	B	R	R	CV	R	R	R	BG	B	B	B	B	B	B	B	B	B	
Q6	5	C	B	B	SMC	B	B	B	B	B	B	B	B	B	R	R	R	R	BG	R	B	B	B	B	B	B	B	B	B	B	
Q6	5	D	SMC	B	SMC	B	B	B	B	B	B	B	B	B	R	R	R	R	R	R	ANTHOE	B	B	B	B	B	B	B	B	B	
Q6	5	E	SC	SMC	SMC	CV	B	B	B	B	B	B	B	B	R	R	R	R	HAL	R	PP	BG	B	B	B	B	B	B	B	B	
Q6	5	F	CV	ENDO	MICRO	CV	B	B	B	B	B	B	B	B	PORPH	IRR	R	R	CHTH	R	BG	CAL	B	B	B	B	B	B	B	B	
Q6	5	G	CV	CV	CV	CV	B	B	B	B	B	B	B	B	R	DIAT	R	R	BG	R	HAL	R	POLY	R	B	B	B	B	B	B	
Q6	5	H	SMC	B	B	B	B	B	B	B	B	B	B	B	R	R	R	R	BG	SC	B	B	B	B	B	B	B	B	B	B	
Q6	5	I	SMC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q6	5	J	SMC	B	B	B	B	B	SMC	B	SMC	B	B	B	B	R	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q6	6	A	SMC	B	CV	CV	SC	B	SMC	SMC	SMC	B	SMC	B	SMC	SMC	B	B	B	B	B	B	B	B	B	B	B	SMC	B	B	
Q6	6	B	SC	SC	CV	CV	CV	SC	B	B	B	B	B	B	R	R	R	R	R	B	B	B	B	B	B	B	B	B	B	B	
Q6	6	C	CV	SMC	B	B	B	B	B	B	B	B	B	B	R	R	R	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q6	6	D	SMC	SMC	SMC	B	B	B	B	SMC	B	B	B	B	R	R	B	R	B	B	B	B	B	B	SMC	B	B	B	B	B	
Q6	6	E	SMC	B	B	B	B	B	B	B	B	B	B	B	R	R	R	R	R	B	B	B	B	B	B	B	B	B	B	B	
Q6	6	F	SMC	SMC	SMC	B	B	B	B	B	B	B	B	B	R	PETRO	R	R	BG	R	BG	BG	B	B	SMC	B	B	B	B	B	
Q6	6	G	SC	CV	SC	CV	SMC	B	B	B	B	B	B	B	R	DIAT	R	R	RALF	R	HAL	CV	MICRO	SC	B	B	B	B	B	B	
Q6	6	H	CV	B	CV	SMC	B	B	B	B	B	B	B	B	R	R	R	CHTH	R	R	HAL	R	PP	B	B	B	B	B	B	B	
Q6	6	I	CV	CV	CV	CV	CV	B	B	B	B	B	B	SMC	R	R	R	R	R	R	R	B	B	SMC	SMC	B	B	B	B	B	
Q6	6	J	SMC	SMC	SMC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q6	7	A	SMC	SMC	SMC	R	B	B	B	DIAT	PETRO	B	B	B	B	B	B	B	B	B	B	B	B	B	B	SMC	B	B	B	B	
Q6	7	B	SC	SC	SC	SC	DIAT	SC	R	SC	SC	CV	B	B	SC	SC	SC	SC	B	B	B	B	B	B	B	B	SMC	B	B	B	
Q6	7	C	SMC	SC	SMC	B	B	B	SC	B	B	B	B	B	R	R	B	B	B	B	B	SMC	B	B	B	B	B	B	B	B	
Q6	7	D	SMC	B	SMC	B	B	B	B	B	B	B	B	B	SMC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q6	7	E	SMC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	SMC	B	B	B	B	B	B	B	B	B	B	B	B	
Q6	7	F	SMC	SC	B	B	B	B	B	B	B	B	B	B	R	R	R	R	R	R	R	B	B	B	B	B	B	B	B	B	
Q6	7	G	SC	SC	SMC	B	B	B	B	B	B	B	B	B	R	DIAT	R	R	BG	R	HAL	SC	SMC	SC	B	B	B	B	B	B	
Q6	7	H	SMC	B	SMC	B	B	B	B	B	B	B	B	B	R	DIAT	R	R	BG	R	HAL	CV	POLY	B	B	B	B	B	B	B	
Q6	7	I	SMC	B	CV	SC	B	B	B	B	R	B	B	B	R	R	R	R	R	R	BG	PETRO	SMC	SMC	B	B	B	B	B	B	
Q6	7	J	SC	SC	SC	CV	SC	SC	B	B	B	B	B	B	SC	R	R	R	CHTH	R	R	BG	B	B	B	B	B	B	B	B	
Q6	8	A	SC	SC	DIAT	B	B	B	R	DIAT	R	R	PP	B	B	B	B	B	B	B	B	B	B	SMC	SMC	B	B	B	B	B	
Q6	8	B	SC	SMC	B	B	B	B	DIAT	R	PETRO	R	B	B	B	B	B	B	SMC	B	B	B	B	B	B	B	B	B	B	B	
Q6	8	C	SC	MICRO	B	SMC	B	B	DIAT	B	B	B	SMC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q6	8	D	SC	B	SMC	B	B	B	B	B	SMC	B	B	B	R	R	CV	B	B	B	B	SMC	B	B	B	B	B	B	B	B	
Q6	8	E	SC	SC	B	ENDO	B	B	B	B	SMC	B	B	B	R	R	R	R	BG	B	B	B	B	B	B	SMC	B	B	B	B	
Q6	8	F	SC	SC	SC	CV	SMC	CV	B	B	B	B	B	B	R	R	R	R	R	R	BG	SC	B	B	B	B	B	B	B	B	
Q6	8	G	SC	CV	SMC	CV	CV	B	B	B	B	B	B	B	R	DIAT	CV	SC	PP	R	BG	CV	MICRO	MICRO	B	B	ANTHOE	B	B	B	
Q6	8	H	SC	SMC	ENDO	B	CV	B	B	B	B	B	B	B	R	DIAT	R	R	BG	R	HAL	BG	MICRO	SMC	B	B	B	B	B	B	
Q6	8	I	SMC	B	SMC	ENDO	B	B	B	B	B	B	SMC	B	R	R	R	R	PETRO	R	IRR	CV	MICRO	CV	B	B	B	B	B	B	
Q6	8	J	CV	MICRO	CV	ENDO	CV	CV	B	B	SMC	SC	B	B	R	R	R	R	PETRO	R	BG	BG	POLY	MICRO	BG	B	B	B	B	B	
Q6	9	A	MICRO	CV	SMC	B	B	B	DIAT	R	R	BG	BG	PP	SMC	SMC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q6	9	B	B	B	B	SMC	B	B	DIAT	DIAT	R	BG	R	B	B	B	B	B	B	B	B	B	B	B	B	SMC	B	B	B	B	
Q6	9	C	SC	SC	B	B	B	B	DIAT	CV	R	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q6	9	D	SMC	SMC	CV	B	B	B	R	B	B	B	B	B	R	SMC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q6	9	E	SC	CV	CV	CV	CV	B	B	B	B	B	B	B	PETRO	R	R	R	BG	B	B	B	B	B	B	ANTHOE	B	B	B	B	
Q6	9	F	CV	ENDO	SMC	CV	B	B	B	B	B	B	SMC	B	R	R	R	R	BG	R	B	B	B	B	B	B	B	B	B	B	
Q6	9	G	SC	CV	SC	MICRO	B	SC	B	B	B	B	B	B	R	DIAT	R	R	BG	R	BG	B	B	B	B	B	B	B	B	B	
Q6	9	H	SC	CV	SC	SMC	B	B	B	B	B	B	B	B	R	DIAT	CHTH	R	BG	BG	IRR	CV	CAL	B	B	B	B	B	B	B	
Q6	9	I	SC	B	B	B	B	B	B	B	B	B	B	SMC	R	DIAT	R	R	BG	R	PETRO	CV	CAL	SMC	B	B	B	B	B	B	
Q6	9	J	SMC	SMC	B	B	B	B	B	B	B	B	B	B	R	R	R	PETRO	PETRO	R	CV	CV	CAL	IRR	B	B	B	B	B	B	
Q6	10	A	SMC	SMC	SMC	B	B	B	DIAT	DIAT	R	BG	BG	B	POLY	SMC	B	SMC	SMC	B	B	B	B	B	SC	B	B	B	B	B	
Q6	10	B	SC	CV	SMC	ANTHOE	SMC	SMC	DIAT	DIAT	R	BG	BG	B	POLY	R	B	B	B	SMC	B	B	B	B	B	B	B	B	B	B	
Q6	10	C	SC	B	R	B	B	B	R	DIAT	R	SC	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	PP	
Q6	10	D	CV	CV	B	B	B	B	R	DIAT	PETRO	B	B	B	PETRO	R	B	B	B	B	B	B	B	B	B	B	B	B	B	B	
Q6	10	E	SMC	SMC	B	B	B	B	B	SMC	SC	B	B	B	R	R	R	R	R	B	B	B	B	B	B	B	B	B	B	B	
Q6	10	F	SC	SC	SC	SC	SC	SC	B	B	B	SMC	B	B	R	R	R	R	BG	R	R	B	B	B	B	B	B	B	B	B	
Q6	10	G	SMC	B	B	B	B	B	SMC	B	B	B	B	B	R	DIAT	R	R	R	R	SC	CV	B	B	B	B	B	B	B	B	
Q6	10	H	SMC	B	B	B	B	B	B	SMC	SMC	SMC	B	B	PETRO	DIAT	PETRO	PETRO	BG	CV	CV	CV	SMC	SMC	B	B	B	B	B	B	
Q6	10	I	SMC	SMC	SMC	SMC	B	B	B	B	B	B	B	B	R	ULVA	CV	R	PETRO	CV	CV	CV	SMC	SMC	B	B	B	B	B	B	
Q6	10	J	SMC	SMC	B	B	B	B	B	B	B	SMC	B	B	R	DIAT	R	R	R	POLY	POLY	CV	MICRO	B	B	B	B	B	B	B	
Q7	1	A	PORPH	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	1	B	R	R	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	1	C	CHTH	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	1	D	B	B	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	1	E	PORPH	PETRO	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	1	F	R	CV	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	1	G	R	BG	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	1	H	R	ACRO	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	1	I	R	R	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	1	J	R	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	2	A	PORPH	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	2	B	R	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	2	C	SC	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	2	D	CV	CV	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	2	E	B	B	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	2	F	SC	B	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	2	G	HAL	PETRO	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	2	H	R	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	2	I	R	BG	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	2	J	R	R	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	3	A	PORPH	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	3	B	R	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	3	C	PORPH	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	3	D	R	PETRO	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	3	E	HAL	PETRO	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	3	F	PORPH	BG	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	3	G	R	BG	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	3	H	R	R	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	3	I	SC	PETRO	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	3	J	R	ENDO	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	4	A	R	ACRO	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	4	B	R	PETRO	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	4	C	PETRO	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	4	D	R	R	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	4	E	HAL	CV	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	4	F	R	BG	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	4	G	PORPH	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	4	H	PORPH	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	4	I	R	R	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	4	J	R	PETRO	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	5	A	SC	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	5	B	R	BG	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	5	C	CHTH	R	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	5	D	PORPH	PETRO	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	5	E	PORPH	PETRO	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	5	F	PORPH	R	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	5	G	SC	R	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	5	H	R	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	5	I	R	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	5	J	PORPH	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	6	A	R	MASTO	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	6	B	PETRO	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	6	C	SC	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	6	D	R	R	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	6	E	R	R	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	6	F	CHTH	HAL	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	6	G	CV	CV	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	6	H	SC	R	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	6	I	R	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	6	J	R	BG	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
Q7	7	A	R	DIAT	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	
