Transect	Point Number	May-93	Sep-93	May-94	Sep-94	May-95	Aug-95	May-96	Aug-96	May-97	Sep-97	May-98	Sep-98	May-99	Sep-99	 July-00	Aug-00	Jun-15	May-02	Jul-03	May-04	May-05	May-06	Jun-07	May-08	May-09	May-10	May-11	May-12	
F	25	R	B	B	B	B	B	B	SC	PETRO	SC	SC	CV	POLY	PP	PP	X	SMC	PP	BG	PP	B	B	B	B	B	B	B	R	
F	26	B	B	B	B	B	B	B	B	SC	CV	CV	HAL	CV	SMC	SMC	X	SMC	B	B	B	B	B	SMC	B	B	B	B	R	
F	27	B	B	B	SMC	B	B	B	B	PORPH	HAL	CV	SC	CV	SMC	SMC	X	B	B	B	B	B	SC	BG	MT	HAL	HAL	ENDO	MICRO	
F	28	B	B	SMC	B	B	B	B	B	HAL	HEDO	SC	SC	POLY	B	B	X	SMC	SMC	B	B	B	BG	BG	HAL	PORPH	B	HAL	SC	
F	29	SC	B	B	B	B	B	B	B	PORPH	MASTO	HAL	SC	PP	SC	B	X	B	B	B	B	B	SC	R	R	SMC	B	B	B	
F	30	B	B	B	B	B	B	B	B	PORPH	HAL	HAL	HAL	CV	SMC	SMC	X	SMC	B	CV	B	B	B	BG	R	SC	SMC	SC	SMC	
NFN	1	B	B	B	B	B	B	B	B	IRR	HAL	CHTH	CV	SMC	B	B	X	B	B	B	B	B	B	B	B	B	B	PP	HAL	
NFN	2	B	B	B	B	B	B	B	B	BG	SC	PP	PP	PP	CV	CV	X	B	B	B	B	B	B	B	B	B	B	BG	MICRO	
NFN	3	B	B	B	B	PP	PP	CV	PP	CV	BG	MT	MT	SMC	B	B	X	B	B	B	B	B	B	ACRO	CV	B	B	PORPH	SMC	
NFN	4	B	B	B	B	HAL	PP	HAL	CV	R	BG	BG	MT	SC	B	B	X	B	B	B	B	B	B	BG	R	SC	B	SC	SC	
NFN	5	B	B	B	B	HAL	POST	MASTO	POST	CV	CV	CV	B	CV	B	B	X	B	B	B	B	B	B	B	R	B	B	B	B	
NFN	6	B	B	B	B	B	POST	CV	POST	B	SMC	B	PP	DIAT	SC	HAL	X	SC	B	B	B	B	B	BG	MICRO	B	B	B	B	
NFN	7	CV	B	B	B	B	B	B	B	B	B	B	B	PORPH	DIAT	HAL	X	IRR	CV	CV	B	B	B	SC	B	B	B	B	B	
NFN	8	CV	CV	B	B	B	B	B	B	B	B	B	B	PORPH	PORPH	MASTO	X	CV	CV	B	B	B	B	SC	MICRO	CV	B	B	B	
NFN	9	PORPH	MASTO	CV	CV	CV	CV	CV	B	B	B	B	B	B	B	B	X	B	B	B	B	B	B	MASTO	HAL	SC	HALICLONA	PP	B	
NFN	10	B	B	B	B	B	B	B	B	B	B	B	B	CV	HEDO	HEDO	X	HEDO	IRR	B	B	B	B	B	B	B	PP	B	B	
NFN	11	SMC	B	B	B	B	B	B	B	B	B	B	B	IRR	HEDO	HEDO	X	CV	CV	B	B	B	B	B	B	B	B	B	B	
NFN	12	SC	B	B	B	B	B	B	B	B	B	B	B	COST	HEDO	HEDO	X	B	B	B	B	B	B	B	B	B	B	B	B	
NFN	13	B	B	B	B	SC	B	B	B	B	B	B	B	PORPH	HEDO	HEDO	X	CV	HEDO	CV	B	B	B	B	B	B	B	B	B	
NFN	14	CV	B	CV	SMC	SMC	SMC	B	SMC	B	B	B	B	B	B	B	X	B	B	SC	B	B	B	SMC	CV	CV	B	B	B	
NFN	15	B	B	B	B	BG	SC	CV	HAL	SMC	BG	SMC	SMC	B	B	SMC	X	B	B	B	B	B	B	R	HAL	MICRO	PP	SMC	B	
NFN	16	SC	B	B	B	BG	R	B	B	CV	PP	SC	SMC	B	B	B	X	B	B	SC	B	B	B	BG	HAL	PP	CAL	SMC	SC	
NFN	17	SC	CV	B	CV	CV	B	B	B	B	B	B	B	B	B	B	X	B	DIAT	CV	PP	SMC	SMC	BG	CV	MICRO	MICRO	SC	MICRO	
NFN	18	SC	SC	CV	CV	CV	CV	B	B	B	B	B	B	B	B	B	X	B	BG	CV	PP	SMC	B	CV	CV	B	B	B	B	
NFN	19	B	B	B	B	B	B	B	B	B	B	B	B	SMC	B	B	X	B	R	SC	CV	SMC	SMC	B	B	B	B	B	B	
NFN	20	SC	SC	CV	B	B	B	B	B	B	B	B	B	B	B	B	X	B	BG	B	CV	SMC	SMC	B	B	B	B	B	B	
NFN	21	B	B	SMC	B	B	B	B	B	SC	SC	BG	SC	SMC	B	B	X	B	B	B	B	B	SMC	SC	B	B	B	B	B	
NFN	22	B	B	B	B	B	B	B	B	PORPH	MT	IRR	SC	SC	CV	SMC	X	B	B	SC	B	B	BG	BG	¨	PP	B	CV	CV	
NFN	23	SC	B	B	B	B	B	B	B	CHTH	B	PP	B	B	B	SMC	X	B	B	B	B	B	BG	BG	SC	SC	PP	CAL	V	
NFN	24	PP	B	B	B	B	B	B	B	PORPH	SC	SMC	PP	SC	B	B	X	B	B	B	B	B	BG	SC	MT	SC	PP	CV	V	
NFN	25	PORPH	HAL	CV	CV	CV	CV	CV	SC	B	B	B	B	B	B	B	X	B	B	SC	B	B	BG	BG	HAL	SC	B	B	PP	
NFN	26	SC	SC	SMC	B	B	SMC	B	B	B	B	B	B	B	B	B	X	B	B	B	B	B	SC	BG	SMC	SC	CV	B	CV	
NFN	27	PORPH	HAL	CV	B	B	B	B	B	PORPH	MASTO	BG	SC	CV	PETRO	B	X	B	B	CV	B	B	BG	R	B	B	B	SMC	P	
NFN	28	PORPH	HAL	CV	CV	CV	CV	B	B	HAL	MASTO	R	R	B	B	SMC	X	B	B	CV	B	B	BG	BG	B	B	B	B	P	
NFN	29	B	B	B	B	B	B	B	B	PORPH	MASTO	SC	ULVA	R	SMC	B	X	B	B	B	B	B	DIAT	BG	SMC	SC	B	SC	P	
NFN	30	B	B	B	B	B	B	B	B	ACRO	ULVA	SMC	ULVA	SC	IRR	B	X	B	B	SC	PP	PETRO	SMC	B	B	B	B	PP	R	
SFN	1	B	B	B	B	B	B	B	B	R	MASTO	BG	SC	SC	SMC	B	X	B	B	B	BG	SC	SC	SMC	B	B	B	B	B	
SFN	2	B	B	B	B	B	B	SC	SC	PORPH	SC	BG	PP	SC	SC	SC	X	B	B	SC	BG	MT	SMC	SMC	B	B	B	B	B	
SFN	3	SMC	B	B	B	B	B	DIAT	ULVA	PORPH	ULVA	SMC	SC	SC	SC	B	X	B	B	SC	BG	SMC	B	B	B	B	B	B	B	
SFN	4	B	B	B	B	B	B	B	B	R	BG	BG	HAL	R	SMC	B	X	B	B	SC	R	B	B	ULVA	SC	LEATHESIA	SMC	B	B	
SFN	5	B	B	B	B	B	B	B	B	HAL	HAL	ULVA	SC	R	HAL	CV	X	B	B	SC	B	B	ULVA	MASTO	SC	PORPH	SMC	B	B	
SFN	6	B	B	B	B	B	B	B	B	R	HAL	MT	SC	SC	SC	SC	X	B	B	SC	B	B	DIAT	ULVA	R	B	CV	B	B	
SFN	7	R	HAL	R	R	R	SC	RALF	SC	PORPH	MASTO	ULVA	ULVA	SC	HAL	B	X	SMC	B	B	SMC	B	SC	MASTO	R	IRR	HAL	HAL	PORPH	
SFN	8	R	R	R	R	SC	DIAT	SC	SC	IRR	B	B	B	PORPH	HAL	IRR	X	R	B	SC	B	B	ULVA	HAL	ULVA	IRR	SC	PORPH	HAL	
SFN	9	B	SMC	B	B	B	B	B	B	B	B	B	B	PORPH	HAL	HAL	X	HAL	IRR	SC	SC	LEATHESIA	SMC	SMC	B	B	B	B	B	
SFN	10	B	SC	B	B	SMC	B	B	B	R	HAL	MICRO	PP	SC	ULVA	SMC	X	B	B	B	B	B	B	HAL	HAL	HAL	HAL	MICRO	SC	
SFN	11	B	B	B	B	B	B	B	B	HAL	HEDO	POLY	ULVA	POLY	ULVA	SC	X	SMC	B	SC	B	B	B	B	B	B	B	HAL	CV	
SFN	12	SC	ULVA	SC	SC	SC	SC	B	B	SC	HAL	CV	B	SC	HAL	PP	X	SC	SMC	B	B	B	B	B	B	B	B	HAL	R	
SFN	13	CV	SC	SC	CV	SC	ULVA	SMC	B	B	B	B	B	R	SC	CV	X	RALF	R	SC	B	B	SMC	SC	SC	B	B	HAL	ULVA	
SFN	14	B	B	B	B	B	B	B	B	PORPH	HAL	PORPH	SC	SC	SC	SC	X	B	B	SC	PORPH	ULVA	PORPH	SMC	B	B	B	B	B	
SFN	15	B	B	B	B	B	B	B	B	PORPH	HAL	HAL	SC	PETRO	MICRO	R	X	B	B	SC	B	B	B	BG	HAL	HAL	HAL	B	B	
SFN	16	B	B	B	B	B	B	B	B	PORPH	HAL	HAL	HAL	SC	POLY	SC	X	B	B	B	B	B	B	BG	BG	HAL	HAL	HAL	MASTO	
SFN	17	SC	HAL	SC	ULVA	SC	ENDO	SC	HAL	SC	SC	B	SMC	B	B	B	X	B	B	B	B	B	B	B	ULVA	HAL	HAL	HAL	SC	
SFN	18	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	SC	X	X	X	X	X	X	X	X	X	
SFN	19	SC	B	SC	ENDO	B	ANTHOE	B	LEATHESIA	B	B	B	B	R	B	B	X	B	B	SC	BG	ULVA	SC	MASTO	SC	SC	ENDO	SC	B	
SFN	20	B	SMC	B	ANTHOE	ANTHOE	ANTHOE	B	B	B	B	B	B	B	SC	B	X	B	B	SC	PORPH	IRR	ULVA	MASTO	MASTO	SMC	PORPH	ENDO	B	
SFN	21	SC	SC	SC	ULVA	SC	HAL	SC	HAL	SC	SC	SC	SC	B	B	SC	X	SMC	B	B	SC	PP	PP	MICRO	SC	SMC	B	B	B	
SFN	22	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	X	B	B	B	B	B	B	B	B	B	B	B	B	
SFN	23	SMC	SMC	SMC	SMC	SC	SMC	SMC	SMC	SMC	B	B	B	B	B	B	X	B	B	CV	B	B	B	BG	MASTO	HAL	PORPH	B	B	
SFN	24	SMC	SMC	SC	SMC	SMC	SMC	SMC	B	B	B	B	B	B	B	B	X	B	SMC	B	B	B	B	R	HAL	PORPH	IRR	B	CV	
SFN	25	SC	HAL	CV	CV	B	SMC	B	B	B	B	B	B	B	B	B	X	B	B	B	B	B	B	HAL	ULVA	ULVA	B	B	B	
SFN	26	B	SC	B	B	B	B	B	B	B	SMC	B	B	B	B	B	X	B	B	SC	B	B	B	B	B	B	B	B	B	
SFN	27	RALF	FUCUS	FUCUS	SC	SC	B	B	SC	B	B	B	B	B	B	B	X	B	B	CV	B	B	B	B	B	B	B	B	B	
SFN	28	SC	MASTO	FUCUS	SMC	SMC	ENDO	ENDO	B	SC	SMC	B	B	B	B	B	X	B	B	CV	B	B	B	B	B	B	B	B	B	
SFN	29	B	B	B	SMC	B	SMC	B	B	B	B	B	B	B	B	B	X	B	B	B	B	B	B	SMC	B	B	B	B	B	
SFN	30	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	X	B	B	B	B	B	B	B	B	B	B	SMC	B	
SLL	1	B	B	B	B	B	B	B	B	B	B	PORPH	BG	R	PETRO	B	X	B	B	B	B	B	B	BG	MT	SMC	B	B	B	
SLL	2	B	B	B	B	B	B	B	B	B	B	BG	SC	R	SC	B	X	B	B	B	B	B	B	SMC	B	B	B	B	B	
SLL	3	CV	ENDO	B	B	PP	SMC	R	SC	SC	SC	CV	SC	B	B	B	X	B	B	B	B	B	B	B	B	B	B	B	B	
SLL	4	B	B	B	B	B	B	B	B	PORPH	SC	BG	SMC	SC	B	B	X	B	B	B	B	B	B	B	B	B	B	B	PORPH	
SLL	5	B	B	B	B	B	B	B	B	R	SC	BG	PP	B	B	B	X	B	PORPH	SC	SMC	B	B	B	B	B	B	B	IRR	
SLL	6	B	B	B	B	B	B	B	B	R	BG	MT	SC	SMC	SMC	B	X	B	BG	PP	SMC	B	B	B	B	B	B	B	B	
SLL	7	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	X	B	HAL	BG	B	B	B	B	B	B	B	B	HAL	
SLL	8	SMC	B	B	B	B	B	B	B	B	B	B	B	SMC	B	B	X	B	HAL	SMC	SMC	B	B	HAL	MT	B	B	B	PORPH	
SLL	9	SC	SC	B	CV	B	B	B	B	PETRO	SC	MT	B	SMC	SMC	B	X	B	HAL	(DIAT)	(POST)	B	B	B	B	B	B	B	R	
SLL	10	SC	B	B	SMC	B	B	B	B	MASTO	PP	PP	PP	B	PP	B	X	B	HAL	SC	SMC	B	SC	B	B	B	PORPH	HAL	SC	
SLL	11	PP	CV	B	B	B	B	B	B	PORPH	HAL	PP	SC	B	B	B	X	B	HAL	SMC	B	B	BG	HAL	SC	SMC	B	B	B	
SLL	12	PP	PP	PP	PP	B	B	B	B	IRR	R	SMC	PP	B	B	B	X	B	HAL	PP	PP	B	SC	SC	PP	B	B	B	B	
SLL	13	SC	CV	B	B	B	B	SC	SC	B	CV	PP	MT	B	B	B	X	B	BG	PP	SMC	B	SC	HAL	SC	B	B	B	B	
SLL	14	SMC	B	B	B	B	B	B	B	PP	B	PP	PP	B	B	B	X	B	HAL	PP	SMC	B	BG	B	B	B	B	B	PETRO	
SLL	15	B	B	B	B	R	DIAT	CV	CV	CV	SMC	B	B	CV	HAL	R	X	MT	MT	B	B	B	B	B	B	B	B	HAL	MT	
SLL	16	SC	B	B	B	PETRO	CV	CV	CV	B	B	B	B	DIAT	DIAT	CV	X	B	B	B	SMC	B	B	B	B	SMC	B	ALARIA	MT	
SLL	17	CV	CV	B	CV	PP	B	SMC	B	CV	(BG)	(PP)	(PP)	(PP)	(PP)	B	X	B	R	PETRO	B	B	HAL	SC	MT	MT	B	HAL	CV	
SLL	18	B	B	B	B	B	B	B	B	PORPH	(X)	(MT)	B	B	B	B	X	B	HAL	B	B	B	SC	SMC	SC	B	B	HAL	HEDO	
SLL	19	PP	B	B	B	B	B	B	B	CV	SC	SMC	PP	B	B	B	X	B	MASTO	PP	B	B	BG	SC	SMC	B	SC	HAL	ALARIA	
SLL	20	B	B	B	B	B	SMC	CV	CV	PP	PP	PP	B	B	B	B	X	B	PP	CV	SMC	B	BG	PP	SC	B	IRR	MASTO	MASTO	
SLL	21	SC	SMC	B	B	B	B	R	SC	R	SC	PP	B	PP	CV	CV	X	B	B	B	B	B	HAL	PP	PP	PP	ULVA	HAL	PP	
SLL	22	SC	SMC	B	B	B	B	SC	B	PP	PP	PP	B	B	DIAT	B	X	B	B	B	B	DIAT	B	B	B	SMC	BG	HAL	PP	
SLL	23	CV	CV	CV	CV	CV	B	B	SMC	SMC	SMC	B	B	R	R	CV	X	B	B	B	PP	B	BG	SMC	B	B	SC	CV	B	
SLL	24	PETRO	DIAT	CV	CV	PETRO	CV	SMC	B	B	B	SMC	B	R	DIAT	R	X	B	B	B	B	B	SC	MICRO	B	CV	B	B	B	
SLL	25	CV	SMC	CV	CV	MT	SMC	B	B	PORPH	SC	PP	PP	SMC	SMC	B	X	B	PORPH	PP	B?	B	BG	HAL	SMC	PP	B	HAL	ALARIA	
SLL	26	R	HAL	SC	CV	MT	SMC	SMC	B	PORPH	SC	MT	SMC	B	B	B	X	B	PORPH	SMC	PP	PP	BG	HAL	PP	B	B	ALARIA	SC	
SLL	27	CV	ENDO	B	B	B	B	B	B	CV	SMC	SMC	MT	B	B	SMC	X	B	HAL	SMC	SMC	B	BG	HAL	SC	SMC	B	HAL	PP	
SLL	28	SC	B	PP	PP	PP	PP	PP	B	PORPH	SC	POLY	POLY	R	B	B	X	B	PORPH	B	PP	B	BG	HAL	MT	SMC	PP	HAL	PP	
SLL	29	SC	B	B	PP	B	B	B	SMC	DIAT	MASTO	MT	MT	R	MT	B	X	BG	IRR	SC	SMC	B	BG	HAL	MT	SMC	B	MASTO	B	
SLL	30	B	B	B	B	B	B	B	B	HAL	ULVA	CV	SC	SMC	B	SMC	X	B	HAL	B	B	B	SC	HAL	HAL	B	B	SMC	B	
MLL	1	B	ENDO	DIAT	CV	R	SC	B	B	SC	SC	B	B	B	B	B	X	SMC	B	B	B	B	B	HAL	R	R	B	PP	PP	
MLL	2	SC	ENDO	SC	SMC	B	SC	B	B	SC	SMC	B	B	B	B	B	X	B	B	B	B	B	B	PORPH	HAL	R	R	B	B	
MLL	3	B	B	SMC	B	B	B	B	B	PORPH	BG	BG	POLY	SMC	R	SMC	X	B	B	B	B	B	B	HAL	HAL	HAL	HAL	PP	PP	
MLL	4	DIAT	BG	HAL	HAL	HAL	HAL	R	POLY	POLY	B	B	B	B	B	B	X	B	B	B	B	B	B	HAL	PORPH	SMC	B	B	B	
MLL	5	PP	B	B	PP	B	B	SMC	B	B	B	B	B	SMC	SMC	B	X	B	B	B	BG	SC	PP	SMC	B	B	B	B	B	
MLL	6	B	B	SMC	B	B	B	B	B	R	B	B	B	B	B	B	X	B	B	B	HAL	HAL	SMC	B	B	B	B	B	B	
MLL	7	B	B	B	B	B	B	B	B	B	B	B	SC	B	B	B	X	B	B	B	HAL	HAL	SC	SMC	B	B	B	B	B	
MLL	8	B	B	R	R	B	R	B	B	B	B	B	B	B	B	B	X	B	B	B	HAL	HAL	SMC	SMC	SMC	B	B	B	B	
MLL	9	B	B	B	B	B	B	B	B	B	B	ANTHOE	B	B	B	B	X	B	B	B	B	B	B	B	B	SMC	B	B	B	
MLL	10	SC	B	B	SC	CV	CV	R	R	B	B	B	B	B	B	B	X	SMC	B	B	B	B	B	SMC	B	B	B	B	B	
MLL	11	ENDO	CV	SMC	B	B	B	B	B	B	B	B	B	B	B	B	X	B	B	B	B	B	B	B	B	B	B	B	B	
MLL	12	SC	CV	SC	SC	CV	SMC	B	B	B	SC	B	B	B	B	B	X	B	B	B	B	B	B	B	B	B	B	B	B	
MLL	13	B	SC	SMC	B	B	B	B	B	R	BG	PORPH	POLY	PP	POLY	SMC	X	SMC	B	B	B	B	B	R	B	B	PP	B	B	
MLL	14	SMC	SMC	SMC	B	B	B	R	B	ANTHOE	B	B	B	R	R	MASTO	X	BG	R	R	BG	B	B	B	SC	B	B	B	B	
MLL	15	SC	CV	MICRO	CV	B	B	B	B	B	B	B	B	B	B	B	X	B	B	B	B	B	B	BG	SC	SMC	B	B	B	
MLL	16	B	SC	B	B	B	B	B	B	SMC	B	ENDO	B	B	B	B	X	B	B	B	B	B	B	HAL	SC	B	B	B	B	
MLL	17	SC	B	B	B	B	B	SMC	B	B	B	PP	B	B	B	B	X	B	B	B	SMC	B	B	HAL	HAL	HAL	B	B	B	
MLL	18	B	B	CV	CV	CV	B	B	B	B	B	B	B	SMC	B	B	X	B	B	B	B	B	B	PORPH	B	MICRO	B	B	B	
MLL	19	SC	CV	SMC	HAL	SC	SC	B	B	B	B	B	B	R	R	R	X	BG	BG	SC	SC	SC	SMC	B	B	B	BG	B	CV	
MLL	20	CV	SMC	SMC	B	B	B	B	B	B	B	B	B	R	R	R	X	R	CHTH	B	CV	B	B	B	B	B	R	PORPH	CAL	
MLL	21	SC	SC	CV	CV	CV	CV	B	B	SC	SC	CV	CV	CV	B	B	X	B	B	B	B	B	R	B	B	B	B	B	B	
MLL	22	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X(B)	X	X	X	
MLL	23	SC	SC	CV	B	B	B	B	B	B	SMC	PP	B	B	B	B	X	B	B	B	B	B	B	B	B	B	B	B	B	
MLL	24	SC	SMC	SMC	CV	B	B	B	B	PORPH	BG	B	B	B	B	B	X	B	B	B	B	B	B	BG	CV	B	B	B	B	
MLL	25	MT	B	B	B	B	B	SMC	ANTHOE	CV	BG	BG	POLY	SMC	SMC	B	X	B	B	B	B	B	B	B	B	B	B	B	B	
MLL	26	CV	CV	B	CV	B	B	B	B	CV	BG	PP	SC	POLY	SMC	B	X	B	B	B	B	B	B	B	B	B	B	B	B	
MLL	27	B	B	B	B	B	B	B	SMC	R	BG	BG	POLY	POLY	CV	SMC	X	B	B	B	B	B	BG	PORPH	MASTO	SC	SC	POLY	CV	
MLL	28	B	B	B	B	B	B	B	B	PORPH	BG	BG	POLY	SC	SMC	B	X	B	B	B	B	B	SC	SC	HAL	PORPH	CV	B	SMC	
MLL	29	B	B	B	B	B	B	B	B	PORPH	BG	PORPH	POLY	POLY	SC	R	X	B	B	B	B	B	R	PP	SC	CV	CV	R	PP	
MLL	30	B	B	B	B	B	B	B	B	PORPH	BG	PORPH	POLY	POLY	R	R	X	B	B	B	B	B	B	PORPH	HAL	HAL	CV	HEDO	SC	
NLL	1	B	R	B	B	B	B	B	B	B	B	ENDO	B	B	B	B	X	B	B	B	B	B	B	B	B	B	B	HAL	CV	
NLL	2	ANTHOE	SC	SC	SC	SC	ENDO	SC	SC	SC	SC	B	SMC	B	R	R	X	B	B	B	B	B	B	B	B	B	B	HAL	CV	
NLL	3	B	SC	SC	PP	SC	SC	ENDO	SMC	ENDO	ENDO	SMC	B	R	SC	B	X	SMC	B	B	B	B	B	B	SMC	B	B	B	B	
NLL	4	B	B	B	SMC	B	ANTHOE	B	B	R	SMC	B	B	B	B	B	X	B	B	B	B	B	B	B	B	B	B	B	B	
NLL	5	B	B	B	B	B	B	B	B	PORPH	HAL	R	SC	SC	R	SMC	X	B	B	B	B	CV	B	B	B	B	B	B	B	
NLL	6	B	B	B	B	B	B	SMC	B	PORPH	BG	BG	SC	CV	CV	B	X	B	B	B	B	B	B	B	B	B	B	B	B	
NLL	7	SMC	SMC	B	B	B	B	SC	B	B	B	B	B	B	B	B	X	B	B	B	B	B	B	B	B	B	B	B	B	
NLL	8	CV	CV	B	CV	B	B	B	B	B	B	B	B	R	B	B	X	B	B	B	B	B	B	B	B	B	B	B	B	
NLL	9	SC	SC	SC	SC	B	PP	PP	PP	PP	PP	B	PP	R	PP	SMC	X	B	SMC	B	B	B	B	B	B	B	B	B	B	
NLL	10	SC	SC	PETRO	PP	SMC	B	B	B	SC	SC	SC	SC	SC	CV	R	X	PP	PP	PP	PP	PP	PP	PP	PP	B	B	B	B	
NLL	11	SMC	SMC	SC	B	CV	SMC	B	ANTHOE	R	SMC	CV	CV	POLY	R	B	X	SMC	PP	B	SC	B	B	B	B	B	B	B	B	
NLL	12	SC	B	B	B	B	B	B	B	R	BG	CV	POLY	POLY	PP	SC	X	R	CV	B	SMC	B	B	B	B	B	B	B	B	
NLL	13	SMC	B	B	B	B	B	B	B	PORPH	BG	MICRO	PP	PP	PP	SC	X	SMC	PP	SC	R	B	B	B	B	B	B	B	B	
NLL	14	B	B	B	B	B	B	B	SMC	PORPH	BG	BG	ULVA	PP	R	B	X	B	CV	B	B	B	SC	MASTO	SC	CAL	CAL	CV	CV	
NLL	15	B	B	B	B	B	B	B	B	PORPH	BG	BG	SC	R	SC	B	X	SMC	B	B	B	B	SC	ALARIA	IRR	HAL	MICRO	CV	ALARIA	
NLL	16	B	B	B	B	B	B	B	B	PORPH	BG	PORPH	SC	SC	PP	SMC	X	B	B	B	B	B	B	B	B	B	B	B	B	
NLL	17	B	B	B	B	B	B	B	B	R	BG	PORPH	SC	POLY	SC	SC	X	B	B	B	B	B	DIAT	B	B	B	B	B	B	
NLL	18	B	B	B	B	B	ANTHOE	B	B	R	BG	SC	SC	SMC	SMC	B	X	B	B	B	B	B	B	B	B	B	HAL	PP	PP	
NLL	19	B	B	B	B	R	B	B	B	HEDO	CV	PP	CV	SMC	CV	B	X	B	B	B	B	B	MASTO	CV	CV	R	CV	B	B	
NLL	20	B	B	B	SMC	CV	DIAT	CV	CV	CV	CV	PP	SMC	SMC	SC	B	X	B	B	B	B	B	MASTO	CV	CV	B	B	B	B	
NLL	21	B	B	B	B	B	B	SMC	B	B	PP	SMC	B	CV	HAL	ENDO	X	SMC	PP	PP	PP	PP	PP	PP	B	PP	B	PP	B	
NLL	22	SC	SC	B	B	B	B	PP	B	PP	PP	B	B	R	R	CHTH	X	CHTH	CV	CV	B	B	B	B	B	B	B	B	B	
NLL	23	B	B	B	B	B	B	B	B	R	BG	PP	ULVA	DIAT	R	SC	X	R	PP	B	B	PP	B	B	B	B	R	R	PP	
NLL	24	B	B	B	B	B	B	B	B	R	BG	R	PP	CV	R	B	X	CV	B	B	B	B	BG	CV	CV	SMC	BG	SMC	B	
NLL	25	PP	CV	CV	SMC	PP	PP	PP	PP	B	B	PP	SMC	PP	B	B	X	B	B	B	PETRO	ANTHOX	ULVA	MASTO	SC	CV	MICRO	HEDO	HEDO	
NLL	26	R	SC	PETRO	PETRO	R	SC	B	B	B	B	SMC	PP	SMC	B	B	X	B	B	B	B	B	B	B	B	ANTHOE	HAL	B	B	
NLL	27	CV	CV	SMC	B	B	B	B	B	SMC	SMC	B	B	B	B	B	X	B	B	B	B	B	B	B	B	B	B	B	B	
NLL	28	PP	SMC	PP	PP	PP	B	B	B	B	B	B	PP	B	B	PP	X	B	B	B	B	B	B	B	B	B	B	B	B	
NLL	29	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	X	B	B	BG	B	B	B	B	B	B	BG	R	R	
NLL	30	B	B	B	B	B	B	B	B	B	B	B	B	CV	DIAT	CV	X	B	B	B	B	B	B	B	B	B	ALARIA	HEDO	CV	
